rule_id,rule_family,rule_description,split,price_scenario,haircut,group_type,group,positions,events,cities,price_bins,buy_usd,net_pnl,roi_on_buy_usd,win_rate,median_pnl,median_roi,max_single_loss,top1_profit_share_of_net,top5_profit_share_of_net,top10_profit_share_of_net,leave_top1_out_net_pnl,leave_top5_out_net_pnl,weather_date_sequence_drawdown,delta_vs_hold_pnl,saved_loser_to_profit_count,roundtrip_2x_loss_improved_count,roundtrip_2x_loss_saved_to_profit_count,premature_correct_sell_loss_count,premature_correct_sell_loss_usd,max_city_abs_pnl_share,max_price_bin_abs_pnl_share
tp_2_0x_sell_25pct,single_take_profit,2x触发后卖出25%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,5872.196442943616,0.35866367884786715,0.14228456913827656,-4.566828999155,-0.826195670164606,-340.113900006208,0.12255825882168148,0.5157561483519226,0.9302062496006241,5152.510271437574,2843.575023165156,1283.3156240103776,-737.783544706037,27,450,27,111,3041.0350106849246,0.11755856995570589,0.3261065448120214
tp_2_0x_sell_25pct,single_take_profit,2x触发后卖出25%当前已买入且未卖出的份额，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,6905.780492638154,0.42179321841008427,0.14729458917835672,-4.179307122285031,-0.7057046690280433,-168.41334300134858,0.10425448010888073,0.462107688720522,0.8216625780822577,6185.821937632113,3714.566230373869,1045.9747041070027,295.8005049885007,32,514,32,113,2671.274589612249,0.1065587240324066,0.2999080489815078
tp_2_0x_sell_50pct,single_take_profit,2x触发后卖出50%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,4170.942748916254,0.2547540234945276,0.36773547094188375,-2.9845600046614997,-0.9623326258186459,-340.113900006208,0.1570766839646198,0.6342001718228326,1.0706905269810019,3515.784892910213,1525.7301408903677,1385.3935921198668,-2439.0372387333996,252,392,252,109,6309.7076852552,0.13021548584583226,0.402078043790768
tp_2_0x_sell_50pct,single_take_profit,2x触发后卖出50%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,5134.412898237579,0.31360112637558635,0.4188376753507014,-2.25725000569,-0.652391340329212,-340.113900006208,0.12770741971903257,0.5311908005954347,0.9047342849641884,4478.710275231538,2407.0600002352335,1372.0801695228167,-1475.5670894120744,303,450,303,111,6082.070021369849,0.13389152434445892,0.3705503917930534
tp_2_0x_sell_50pct,single_take_profit,2x触发后卖出50%当前已买入且未卖出的份额，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,7201.580997626654,0.4398602055000206,0.4408817635270541,-1.6244774968039999,-0.4114093380560865,-168.41334300134858,0.09851045211505981,0.40641502705948124,0.7030746657115804,6492.149997607228,4274.7502616051715,875.2495747409785,591.6010099770003,325,514,325,113,5342.549179224499,0.11448660386828988,0.291037877732974
tp_2_0x_sell_75pct,single_take_profit,2x触发后卖出75%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,2951.424129549554,0.18026791958171745,0.4168336673346693,-2.319980001918001,-0.9434989387279688,-340.113900006208,0.20020908485837458,0.8218714761868772,1.235885693027165,2360.522205543513,525.7328233430931,1519.0113756877668,-3658.555858100099,301,392,301,109,9464.561527882799,0.14119764244567268,0.5327020697672474
tp_2_0x_sell_75pct,single_take_profit,2x触发后卖出75%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,4396.629353531541,0.26853857390330554,0.45791583166332667,-1.5339749403975,-0.478587010493818,-340.113900006208,0.1345847072668861,0.5695257654573591,0.8929071327657792,3804.9102790254997,1892.635655529196,1499.0412417921916,-2213.350634118112,342,450,340,111,9123.105032054775,0.14777125659407875,0.4380625965553655
tp_2_0x_sell_75pct,single_take_profit,2x触发后卖出75%当前已买入且未卖出的份额，剩余持有结算,validation,sampled_1_0,1.0,all_yes,all_yes,998,456,41,6,16372.431303350348,7497.381502615153,0.4579271925899569,0.48697394789579157,-0.45815375,-0.11711400708412971,-168.41334300134858,0.0944887891555635,0.3659744672275784,0.6036636604628637,6788.9630025957285,4753.531301593672,709.1427311194784,887.4015149655006,371,514,371,113,8013.82376883675,0.13629718227194146,0.2845105968394176
tp_3_0x_sell_100pct,single_take_profit,3x触发后卖出100%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_8,0.8,all_yes,all_yes,998,456,41,6,16372.431303350348,2741.707993577254,0.16745881798363135,0.3156312625250501,-4.076054993794,-1.0,-340.113900006208,0.18859063081505936,0.794901418056048,1.2527685243340516,2224.647553557829,562.3204215870928,1556.1845242708664,-3868.271994072399,200,232,200,93,10581.2147182376,0.10430165719508705,0.4487485265106189
tp_3_0x_sell_100pct,single_take_profit,3x触发后卖出100%当前已买入且未卖出的份额，剩余持有结算,validation,haircut_0_9,0.9,all_yes,all_yes,998,456,41,6,16372.431303350348,4613.947599926004,0.28181199935661577,0.36172344689378755,-3.4118349964789996,-1.0,-340.113900006208,0.10103911886875709,0.4413900205491599,0.7139287957116128,4147.758399922864,2577.397173981918,1455.8662852569666,-1996.0323877236494,246,284,246,98,10471.5487340855,0.12399446294966483,0.3729052898159408
